time,G(i),H_sun,T2m,WS10m,Int
20180122:0510,0.0,0.0,2.5,1.59,0.0
20180122:0610,0.0,0.0,2.32,1.59,0.0
20180122:0710,0.0,0.0,2.26,1.38,0.0
20180122:0810,191.98,5.52,2.21,1.45,0.0
20180122:0910,497.93,14.61,4.0,1.17,0.0
20180122:1010,723.57,22.1,7.39,1.03,0.0
20180122:1110,880.92,27.36,9.45,0.62,0.0
20180122:1210,913.34,29.79,11.28,0.0,0.0
20180122:1310,923.71,29.03,12.82,0.41,0.0
20180122:1410,819.42,25.2,13.95,0.55,0.0
20180122:1510,639.41,18.81,14.56,0.55,0.0
20180122:1610,385.82,10.5,14.58,0.41,0.0
20180122:1710,0.0,0.0,13.63,0.83,0.0
20180122:1810,0.0,0.0,12.34,0.69,0.0
20180122:1910,0.0,0.0,10.54,0.76,0.0
20180122:2010,0.0,0.0,8.33,1.17,0.0
20180122:2110,0.0,0.0,5.48,1.72,0.0
20180122:2210,0.0,0.0,4.13,1.79,0.0
20180122:2310,0.0,0.0,3.33,1.79,0.0
20180123:0010,0.0,0.0,2.76,1.72,0.0
20180123:0110,0.0,0.0,2.3,1.66,0.0
20180123:0210,0.0,0.0,1.93,1.59,0.0
20180123:0310,0.0,0.0,1.5,1.66,0.0
20180123:0410,0.0,0.0,1.22,1.66,0.0
20180123:0510,0.0,0.0,1.17,1.59,0.0
20180123:0610,0.0,0.0,0.98,1.45,0.0
20180123:0710,0.0,0.0,0.66,1.17,0.0
20180123:0810,201.67,5.65,0.57,1.1,0.0
20180123:0910,430.6,14.76,3.06,0.76,0.0
20180123:1010,622.76,22.27,7.08,0.83,0.0
20180123:1110,853.36,27.57,9.97,0.83,0.0
20180123:1210,916.4,30.02,12.13,0.62,0.0
20180123:1310,940.56,29.27,13.57,0.41,0.0
20180123:1410,766.63,25.44,14.4,0.34,0.0
20180123:1510,445.79,19.04,14.6,0.28,0.0
20180123:1610,362.01,10.72,14.16,0.48,0.0
20180123:1710,0.0,0.0,12.94,1.17,0.0
20180123:1810,0.0,0.0,10.76,1.59,0.0
20180123:1910,0.0,0.0,10.61,1.17,0.0
20180123:2010,0.0,0.0,10.31,0.9,0.0
20180123:2110,0.0,0.0,9.01,0.97,0.0
20180123:2210,0.0,0.0,7.16,1.1,0.0
20180123:2310,0.0,0.0,5.06,1.24,0.0
20180124:0010,0.0,0.0,4.06,1.24,0.0
20180124:0110,0.0,0.0,3.7,1.17,0.0
20180124:0210,0.0,0.0,3.47,1.17,0.0
20180124:0310,0.0,0.0,3.14,1.24,0.0
20180124:0410,0.0,0.0,3.12,1.17,0.0
20180124:0510,0.0,0.0,3.2,1.1,0.0
20180124:0610,0.0,0.0,3.04,1.1,0.0
20180124:0710,0.0,0.0,2.37,1.03,0.0
20180124:0810,216.84,5.78,2.2,1.1,0.0
20180124:0910,561.95,14.91,4.27,0.69,0.0
20180124:1010,722.35,22.46,7.21,0.55,0.0
20180124:1110,881.21,27.78,9.89,0.55,0.0
20180124:1210,999.84,30.25,11.63,0.83,0.0
20180124:1310,946.91,29.52,12.88,1.17,0.0
20180124:1410,853.75,25.69,13.64,1.52,0.0
20180124:1510,648.32,19.28,13.93,1.72,0.0
20180124:1610,429.65,10.94,13.59,1.72,0.0
20180124:1710,0.0,0.0,12.26,1.72,0.0
20180124:1810,0.0,0.0,10.42,1.66,0.0
20180124:1910,0.0,0.0,8.63,1.45,0.0
20180124:2010,0.0,0.0,9.28,0.97,0.0
20180124:2110,0.0,0.0,9.05,0.62,0.0
20180124:2210,0.0,0.0,8.49,0.55,0.0
20180124:2310,0.0,0.0,8.02,0.62,0.0
20180125:0010,0.0,0.0,7.54,0.62,0.0
20180125:0110,0.0,0.0,6.83,0.76,0.0
20180125:0210,0.0,0.0,6.24,0.76,0.0
20180125:0310,0.0,0.0,5.52,0.83,0.0
20180125:0410,0.0,0.0,4.82,0.97,0.0
20180125:0510,0.0,0.0,3.97,1.17,0.0
20180125:0610,0.0,0.0,3.61,1.24,0.0
20180125:0710,0.0,0.0,2.77,1.52,0.0
20180125:0810,43.91,5.91,2.63,1.45,0.0
20180125:0910,281.74,15.07,4.07,1.31,0.0
20180125:1010,458.4,22.65,7.22,2.07,0.0
20180125:1110,410.99,28.0,8.54,3.45,0.0
20180125:1210,76.2,30.49,9.24,3.24,0.0
20180125:1310,42.23,29.77,8.92,3.1,0.0
20180125:1410,67.02,25.94,8.25,2.69,0.0
20180125:1510,56.0,19.52,7.82,2.69,0.0
20180125:1610,45.9,11.17,7.18,2.62,0.0
20180125:1710,0.0,0.0,6.76,2.76,0.0
20180125:1810,0.0,0.0,6.38,2.76,0.0
20180125:1910,0.0,0.0,6.1,2.34,0.0
20180125:2010,0.0,0.0,5.95,2.28,0.0
20180125:2110,0.0,0.0,5.53,2.28,0.0
20180125:2210,0.0,0.0,5.08,2.48,0.0
20180125:2310,0.0,0.0,4.6,3.17,0.0
20180126:0010,0.0,0.0,4.13,3.45,0.0
20180126:0110,0.0,0.0,3.4,2.69,0.0
20180126:0210,0.0,0.0,2.97,2.07,0.0
20180126:0310,0.0,0.0,2.58,2.14,0.0
20180126:0410,0.0,0.0,2.81,2.48,0.0
20180126:0510,0.0,0.0,2.9,2.76,0.0
20180126:0610,0.0,0.0,2.74,2.83,0.0
20180126:0710,0.0,0.0,2.41,2.48,0.0
20180126:0810,265.11,6.06,2.12,2.28,0.0
20180126:0910,525.06,15.24,3.39,1.86,0.0
20180126:1010,729.4,22.84,4.66,2.76,0.0
20180126:1110,722.96,28.22,6.25,4.21,0.0
20180126:1210,831.03,30.74,7.36,4.83,0.0
20180126:1310,822.27,30.02,8.26,4.97,0.0
20180126:1410,605.9,26.19,8.74,4.76,0.0
20180126:1510,561.45,19.76,8.5,3.93,0.0
20180126:1610,314.53,11.39,8.23,3.45,0.0
20180126:1710,0.92,1.68,7.27,2.41,0.0
20180126:1810,0.0,0.0,6.0,2.21,0.0
20180126:1910,0.0,0.0,5.06,2.9,0.0
20180126:2010,0.0,0.0,4.6,3.1,0.0
20180126:2110,0.0,0.0,4.09,3.17,0.0
20180126:2210,0.0,0.0,3.51,3.03,0.0
20180126:2310,0.0,0.0,3.15,2.97,0.0
20180127:0010,0.0,0.0,2.84,2.69,0.0
20180127:0110,0.0,0.0,2.27,2.41,0.0
20180127:0210,0.0,0.0,2.19,2.0,0.0
20180127:0310,0.0,0.0,2.18,2.0,0.0
20180127:0410,0.0,0.0,2.28,2.28,0.0
20180127:0510,0.0,0.0,2.64,2.48,0.0
20180127:0610,0.0,0.0,2.69,2.69,0.0
20180127:0710,0.0,0.0,2.91,3.1,0.0
20180127:0810,230.5,6.2,3.03,2.83,0.0
20180127:0910,523.79,15.41,4.18,2.34,0.0
20180127:1010,764.66,23.04,5.62,3.38,0.0
20180127:1110,906.53,28.45,7.21,5.24,0.0
20180127:1210,933.93,30.99,8.0,5.1,0.0
20180127:1310,915.47,30.28,8.55,4.97,0.0
20180127:1410,685.28,26.45,8.84,4.76,0.0
20180127:1510,154.33,20.0,8.94,4.83,0.0
20180127:1610,103.25,11.62,8.67,4.62,0.0
20180127:1710,3.67,1.9,7.6,3.59,0.0
20180127:1810,0.0,0.0,6.2,3.45,0.0
20180127:1910,0.0,0.0,5.66,3.86,0.0
20180127:2010,0.0,0.0,4.75,3.66,0.0
20180127:2110,0.0,0.0,3.94,3.38,0.0
20180127:2210,0.0,0.0,3.17,3.17,0.0
20180127:2310,0.0,0.0,2.58,3.1,0.0
20180128:0010,0.0,0.0,2.05,3.03,0.0
20180128:0110,0.0,0.0,1.75,3.1,0.0
20180128:0210,0.0,0.0,1.62,3.24,0.0
20180128:0310,0.0,0.0,1.66,3.45,0.0
20180128:0410,0.0,0.0,1.9,3.66,0.0
20180128:0510,0.0,0.0,2.22,3.72,0.0
20180128:0610,0.0,0.0,2.49,3.86,0.0
20180128:0710,0.0,0.0,3.3,4.28,0.0
20180128:0810,228.98,6.36,3.76,4.41,0.0
20180128:0910,520.76,15.59,5.6,4.0,0.0
20180128:1010,753.94,23.25,8.01,4.97,0.0
20180128:1110,894.74,28.68,9.87,5.79,0.0
20180128:1210,946.32,31.25,11.17,6.21,0.0
20180128:1310,935.66,30.55,12.16,6.14,0.0
20180128:1410,805.13,26.71,12.5,5.86,0.0
20180128:1510,643.65,20.25,12.31,5.03,0.0
20180128:1610,371.35,11.86,12.03,4.55,0.0
20180128:1710,4.59,2.12,10.95,3.86,0.0
20180128:1810,0.0,0.0,9.28,3.31,0.0
20180128:1910,0.0,0.0,8.1,2.9,0.0
20180128:2010,0.0,0.0,7.17,2.97,0.0
20180128:2110,0.0,0.0,6.66,3.03,0.0
20180128:2210,0.0,0.0,6.21,2.9,0.0
20180128:2310,0.0,0.0,5.6,2.83,0.0
20180129:0010,0.0,0.0,5.25,2.69,0.0
20180129:0110,0.0,0.0,4.78,2.69,0.0
20180129:0210,0.0,0.0,4.29,2.55,0.0
20180129:0310,0.0,0.0,4.04,2.34,0.0
20180129:0410,0.0,0.0,3.3,2.07,0.0
20180129:0510,0.0,0.0,2.51,1.86,0.0
20180129:0610,0.0,0.0,1.75,1.72,0.0
20180129:0710,0.0,0.0,1.58,1.86,0.0
20180129:0810,241.49,6.52,1.47,1.72,0.0
20180129:0910,529.79,15.78,3.58,1.31,0.0
20180129:1010,758.69,23.46,7.0,1.24,0.0
20180129:1110,912.7,28.93,9.22,1.1,0.0
20180129:1210,967.28,31.51,10.83,1.24,0.0
20180129:1310,969.11,30.82,11.91,1.45,0.0
20180129:1410,859.06,26.97,12.63,1.72,0.0
20180129:1510,672.62,20.5,12.96,2.0,0.0
20180129:1610,436.12,12.09,12.79,2.0,0.0
20180129:1710,15.89,2.34,11.78,1.45,0.0
20180129:1810,0.0,0.0,9.79,1.79,0.0
20180129:1910,0.0,0.0,7.99,1.93,0.0
20180129:2010,0.0,0.0,6.41,2.0,0.0
20180129:2110,0.0,0.0,5.71,1.59,0.0
20180129:2210,0.0,0.0,5.36,1.17,0.0
20180129:2310,0.0,0.0,4.45,1.17,0.0
20180130:0010,0.0,0.0,3.23,1.38,0.0
20180130:0110,0.0,0.0,2.54,1.45,0.0
20180130:0210,0.0,0.0,2.06,1.52,0.0
20180130:0310,0.0,0.0,1.64,1.52,0.0
20180130:0410,0.0,0.0,1.38,1.45,0.0
20180130:0510,0.0,0.0,0.9,1.52,0.0
20180130:0610,0.0,0.0,0.36,1.66,0.0
20180130:0710,0.0,0.0,0.13,1.45,0.0
20180130:0810,272.11,6.68,0.0,1.45,0.0
20180130:0910,550.94,15.97,2.57,1.17,0.0
20180130:1010,772.78,23.68,6.72,1.17,0.0
20180130:1110,936.08,29.17,9.18,1.17,0.0
20180130:1210,1034.6,31.78,10.82,1.31,0.0
20180130:1310,966.88,31.1,11.86,1.45,0.0
20180130:1410,876.02,27.24,12.45,1.45,0.0
20180130:1510,692.54,20.76,12.71,1.59,0.0
20180130:1610,445.15,12.33,12.57,1.52,0.0
20180130:1710,15.26,2.56,11.75,1.24,0.0
20180130:1810,0.0,0.0,9.62,1.86,0.0
20180130:1910,0.0,0.0,7.33,1.86,0.0
20180130:2010,0.0,0.0,5.66,1.93,0.0
20180130:2110,0.0,0.0,4.5,1.72,0.0
20180130:2210,0.0,0.0,3.69,1.59,0.0
20180130:2310,0.0,0.0,3.05,1.52,0.0
20180131:0010,0.0,0.0,2.42,1.66,0.0
20180131:0110,0.0,0.0,2.0,1.72,0.0
20180131:0210,0.0,0.0,1.68,1.72,0.0
20180131:0310,0.0,0.0,1.32,1.66,0.0
20180131:0410,0.0,0.0,0.9,1.66,0.0
20180131:0510,0.0,0.0,0.54,1.59,0.0
20180131:0610,0.0,0.0,0.32,1.52,0.0
20180131:0710,0.0,0.0,0.08,1.38,0.0
20180131:0810,259.75,6.85,0.42,1.17,0.0
20180131:0910,543.74,16.16,2.88,0.69,0.0
20180131:1010,779.5,23.91,6.51,0.69,0.0
20180131:1110,943.38,29.42,8.67,0.9,0.0
20180131:1210,992.63,32.05,10.14,0.83,0.0
20180131:1310,994.18,31.38,11.26,0.62,0.0
20180131:1410,888.62,27.51,12.06,0.41,0.0
20180131:1510,695.18,21.01,12.5,0.48,0.0
20180131:1610,448.54,12.57,12.46,0.62,0.0
20180131:1710,18.52,2.78,11.68,0.62,0.0
20180131:1810,0.0,0.0,10.53,0.62,0.0
20180131:1910,0.0,0.0,6.86,1.93,0.0
20180131:2010,0.0,0.0,6.72,1.24,0.0
20180131:2110,0.0,0.0,7.12,1.03,0.0
20180131:2210,0.0,0.0,4.04,1.79,0.0
20180131:2310,0.0,0.0,2.71,1.72,0.0
20180201:0010,0.0,0.0,2.05,1.24,0.0
20180201:0110,0.0,0.0,1.83,0.83,0.0
20180201:0210,0.0,0.0,1.55,0.62,0.0
20180201:0310,0.0,0.0,0.88,0.9,0.0
20180201:0410,0.0,0.0,-0.21,1.17,0.0
20180201:0510,0.0,0.0,-0.2,1.03,0.0
20180201:0610,0.0,0.0,0.57,0.76,0.0
20180201:0710,0.0,0.0,1.61,0.14,0.0
20180201:0810,45.31,7.03,1.48,0.14,0.0
20180201:0910,387.51,16.36,2.49,0.21,0.0
20180201:1010,281.59,24.14,4.5,0.21,0.0
20180201:1110,248.21,29.68,6.66,1.1,0.0
20180201:1210,612.8,32.33,8.29,1.86,0.0
20180201:1310,914.06,31.66,8.81,2.41,0.0
20180201:1410,77.11,27.79,8.06,2.62,0.0
20180201:1510,191.26,21.27,7.69,2.9,0.0
20180201:1610,152.68,12.81,7.32,2.76,0.0
20180201:1710,7.34,3.01,6.65,2.9,0.0
20180201:1810,0.0,0.0,5.26,3.72,0.0
20180201:1910,0.0,0.0,4.86,3.45,0.0
20180201:2010,0.0,0.0,3.9,2.9,0.0
20180201:2110,0.0,0.0,3.02,2.41,0.0
20180201:2210,0.0,0.0,2.15,2.14,0.0
20180201:2310,0.0,0.0,1.29,2.14,0.0
20180202:0010,0.0,0.0,0.46,2.07,0.0
20180202:0110,0.0,0.0,-0.2,1.93,0.0
20180202:0210,0.0,0.0,-0.68,2.0,0.0
20180202:0310,0.0,0.0,-0.85,2.14,0.0
20180202:0410,0.0,0.0,-0.61,2.48,0.0
20180202:0510,0.0,0.0,-0.3,2.76,0.0
20180202:0610,0.0,0.0,-0.09,3.03,0.0
20180202:0710,0.0,0.0,0.62,3.38,0.0
20180202:0810,166.17,7.21,1.01,3.38,0.0
20180202:0910,264.82,16.57,2.11,3.17,0.0
20180202:1010,747.8,24.37,3.35,4.14,0.0
20180202:1110,897.39,29.95,4.52,4.34,0.0
20180202:1210,988.41,32.61,5.65,4.55,0.0
20180202:1310,906.88,31.95,6.45,4.76,0.0
20180202:1410,823.33,28.07,6.85,4.97,0.0
20180202:1510,674.69,21.54,7.06,5.24,0.0
20180202:1610,442.57,13.05,6.73,5.03,0.0
20180202:1710,63.16,3.23,5.8,3.86,0.0
20180202:1810,0.0,0.0,4.26,3.1,0.0
20180202:1910,0.0,0.0,3.22,2.83,0.0
20180202:2010,0.0,0.0,2.18,2.34,0.0
20180202:2110,0.0,0.0,1.11,1.66,0.0
20180202:2210,0.0,0.0,2.16,0.83,0.0
20180202:2310,0.0,0.0,2.18,0.48,0.0
20180203:0010,0.0,0.0,1.86,0.48,0.0
20180203:0110,0.0,0.0,1.17,0.76,0.0
20180203:0210,0.0,0.0,0.63,1.03,0.0
20180203:0310,0.0,0.0,0.53,0.9,0.0
20180203:0410,0.0,0.0,0.55,0.55,0.0
20180203:0510,0.0,0.0,-0.79,1.24,0.0
20180203:0610,0.0,0.0,-1.77,1.45,0.0
20180203:0710,0.0,0.0,-1.5,1.52,0.0
20180203:0810,40.32,7.4,-0.97,1.31,0.0
20180203:0910,441.26,16.78,1.09,1.03,0.0
20180203:1010,591.72,24.61,3.9,1.93,0.0
20180203:1110,875.58,30.22,5.48,2.48,0.0
20180203:1210,951.3,32.9,6.94,2.97,0.0
20180203:1310,917.09,32.24,7.87,3.17,0.0
20180203:1410,826.77,28.36,8.41,3.1,0.0
20180203:1510,538.49,21.8,8.93,3.1,0.0
20180203:1610,268.48,13.3,8.77,2.9,0.0
20180203:1710,12.85,3.46,7.81,2.41,0.0
20180203:1810,0.0,0.0,6.7,2.34,0.0
20180203:1910,0.0,0.0,6.49,2.97,0.0
20180203:2010,0.0,0.0,5.8,2.76,0.0
20180203:2110,0.0,0.0,5.12,2.55,0.0
20180203:2210,0.0,0.0,4.38,2.34,0.0
20180203:2310,0.0,0.0,3.82,2.14,0.0
20180204:0010,0.0,0.0,3.37,2.0,0.0
20180204:0110,0.0,0.0,3.05,1.79,0.0
20180204:0210,0.0,0.0,2.8,1.59,0.0
20180204:0310,0.0,0.0,2.65,1.52,0.0
20180204:0410,0.0,0.0,2.48,1.45,0.0
20180204:0510,0.0,0.0,1.91,1.31,0.0
20180204:0610,0.0,0.0,1.72,1.31,0.0
20180204:0710,0.0,0.0,2.07,2.0,0.0
20180204:0810,33.97,7.59,2.23,2.34,0.0
20180204:0910,209.94,17.0,2.55,2.62,0.0
20180204:1010,50.49,24.86,2.89,3.03,0.0
20180204:1110,160.83,30.49,3.5,3.1,0.0
20180204:1210,145.97,33.2,3.46,3.17,0.0
20180204:1310,62.43,32.54,3.31,3.45,0.0
20180204:1410,58.75,28.64,2.8,2.62,0.0
20180204:1510,71.61,22.07,2.69,2.07,0.0
20180204:1610,125.5,13.54,2.97,2.55,0.0
20180204:1710,14.69,3.69,2.62,3.1,0.0
20180204:1810,0.0,0.0,2.26,2.9,0.0
20180204:1910,0.0,0.0,2.25,3.17,0.0
20180204:2010,0.0,0.0,2.15,3.24,0.0
20180204:2110,0.0,0.0,1.88,3.03,0.0
20180204:2210,0.0,0.0,1.79,2.97,0.0
20180204:2310,0.0,0.0,1.65,2.83,0.0
20180205:0010,0.0,0.0,1.46,2.62,0.0
20180205:0110,0.0,0.0,1.06,2.48,0.0
20180205:0210,0.0,0.0,0.78,2.41,0.0
20180205:0310,0.0,0.0,0.68,2.41,0.0
20180205:0410,0.0,0.0,0.71,2.34,0.0
20180205:0510,0.0,0.0,0.82,2.34,0.0
20180205:0610,0.0,0.0,0.81,2.34,0.0
20180205:0710,0.0,0.0,0.76,2.28,0.0
20180205:0810,75.02,7.79,0.82,2.21,0.0
20180205:0910,54.16,17.22,1.45,2.07,0.0
20180205:1010,94.56,25.11,1.6,2.0,0.0
20180205:1110,89.05,30.77,1.76,2.07,0.0
20180205:1210,56.0,33.49,2.08,2.34,0.0
20180205:1310,270.61,32.84,2.84,2.97,0.0
20180205:1410,114.75,28.93,3.47,3.52,0.0
20180205:1510,93.64,22.34,3.65,3.79,0.0
20180205:1610,120.44,13.79,3.97,3.79,0.0
20180205:1710,10.1,3.92,3.25,3.31,0.0
20180205:1810,0.0,0.0,2.38,3.1,0.0
20180205:1910,0.0,0.0,1.54,3.17,0.0
20180205:2010,0.0,0.0,1.32,3.03,0.0
20180205:2110,0.0,0.0,1.35,2.97,0.0
20180205:2210,0.0,0.0,0.89,2.9,0.0
20180205:2310,0.0,0.0,0.85,2.9,0.0
20180206:0010,0.0,0.0,0.59,2.9,0.0
20180206:0110,0.0,0.0,0.26,2.97,0.0
20180206:0210,0.0,0.0,0.26,2.83,0.0
20180206:0310,0.0,0.0,0.16,2.62,0.0
20180206:0410,0.0,0.0,-0.35,2.55,0.0
20180206:0510,0.0,0.0,-0.33,2.62,0.0
20180206:0610,0.0,0.0,-0.53,2.76,0.0
20180206:0710,0.0,0.0,0.11,3.24,0.0
20180206:0810,291.3,7.99,0.31,3.03,0.0
20180206:0910,577.75,17.45,1.33,2.62,0.0
20180206:1010,749.26,25.37,2.42,3.66,0.0
20180206:1110,912.52,31.06,3.45,4.28,0.0
20180206:1210,990.51,33.8,4.98,4.69,0.0
20180206:1310,949.59,33.15,6.06,4.76,0.0
20180206:1410,775.41,29.23,6.21,4.62,0.0
20180206:1510,691.4,22.61,6.05,4.55,0.0
20180206:1610,375.83,14.04,5.65,4.55,0.0
20180206:1710,129.72,4.15,4.75,3.79,0.0
20180206:1810,0.0,0.0,3.3,3.17,0.0
20180206:1910,0.0,0.0,2.61,2.76,0.0
20180206:2010,0.0,0.0,1.5,2.34,0.0
20180206:2110,0.0,0.0,0.31,2.14,0.0
20180206:2210,0.0,0.0,-0.85,1.86,0.0
20180206:2310,0.0,0.0,-1.7,1.72,0.0
20180207:0010,0.0,0.0,-2.2,1.66,0.0
20180207:0110,0.0,0.0,-2.44,1.59,0.0
20180207:0210,0.0,0.0,-2.44,1.45,0.0
20180207:0310,0.0,0.0,-2.47,1.38,0.0
20180207:0410,0.0,0.0,-2.62,1.31,0.0
20180207:0510,0.0,0.0,-2.97,1.52,0.0
20180207:0610,0.0,0.0,-3.2,1.86,0.0
20180207:0710,0.0,0.0,-2.41,1.52,0.0
20180207:0810,228.27,8.2,-1.76,1.31,0.0
20180207:0910,539.56,17.68,0.84,1.1,0.0
20180207:1010,756.55,25.63,2.79,2.34,0.0
20180207:1110,919.34,31.35,4.31,4.14,0.0
20180207:1210,965.41,34.11,5.12,4.14,0.0
20180207:1310,173.62,33.46,5.41,3.86,0.0
20180207:1410,219.2,29.52,5.75,3.79,0.0
20180207:1510,189.97,22.89,5.74,3.79,0.0
20180207:1610,231.11,14.29,5.43,3.72,0.0
20180207:1710,111.52,4.38,4.71,3.24,0.0
20180207:1810,0.0,0.0,3.38,2.9,0.0
20180207:1910,0.0,0.0,2.16,2.41,0.0
20180207:2010,0.0,0.0,0.85,2.21,0.0
20180207:2110,0.0,0.0,-0.42,2.21,0.0
20180207:2210,0.0,0.0,-1.34,2.28,0.0
20180207:2310,0.0,0.0,-1.94,2.21,0.0
20180208:0010,0.0,0.0,-2.43,2.0,0.0
20180208:0110,0.0,0.0,-2.8,1.93,0.0
20180208:0210,0.0,0.0,-3.11,1.93,0.0
20180208:0310,0.0,0.0,-3.33,1.86,0.0
20180208:0410,0.0,0.0,-3.49,1.79,0.0
20180208:0510,0.0,0.0,-3.49,1.66,0.0
20180208:0610,0.0,0.0,-3.52,1.52,0.0
20180208:0710,0.0,0.0,-3.57,1.59,0.0
20180208:0810,235.8,8.41,-2.99,1.45,0.0
20180208:0910,552.18,17.92,-0.09,1.38,0.0
20180208:1010,771.67,25.9,1.77,2.21,0.0
20180208:1110,949.86,31.64,3.57,2.62,0.0
20180208:1210,743.2,34.42,4.73,2.48,0.0
20180208:1310,483.61,33.77,5.53,2.48,0.0
20180208:1410,325.1,29.82,5.86,2.48,0.0
20180208:1510,407.42,23.16,5.96,2.41,0.0
20180208:1610,473.07,14.54,5.79,2.21,0.0
20180208:1710,154.07,4.61,4.97,1.79,0.0
20180208:1810,0.0,0.0,3.54,1.93,0.0
20180208:1910,0.0,0.0,1.91,1.86,0.0
20180208:2010,0.0,0.0,0.21,1.86,0.0
20180208:2110,0.0,0.0,-0.83,1.59,0.0
20180208:2210,0.0,0.0,-0.03,1.03,0.0
20180208:2310,0.0,0.0,-0.15,0.55,0.0
20180209:0010,0.0,0.0,-0.47,0.41,0.0
20180209:0110,0.0,0.0,-0.57,0.34,0.0
20180209:0210,0.0,0.0,-0.88,0.34,0.0
20180209:0310,0.0,0.0,-1.11,0.21,0.0
20180209:0410,0.0,0.0,-1.26,0.14,0.0
20180209:0510,0.0,0.0,-1.35,0.14,0.0
20180209:0610,0.0,0.0,-1.4,0.14,0.0
20180209:0710,0.0,0.0,-2.1,0.55,0.0
20180209:0810,234.99,8.63,-1.98,0.21,0.0
20180209:0910,286.78,18.17,-0.04,0.28,0.0
20180209:1010,146.39,26.17,2.33,0.69,0.0
20180209:1110,928.97,31.94,4.07,1.1,0.0
20180209:1210,1026.37,34.74,5.64,1.31,0.0
20180209:1310,975.76,34.09,6.68,1.45,0.0
20180209:1410,838.44,30.12,7.41,1.45,0.0
20180209:1510,558.65,23.44,7.74,1.52,0.0
20180209:1610,136.52,14.8,7.46,1.31,0.0
20180209:1710,99.94,4.84,6.4,1.59,0.0
20180209:1810,0.0,0.0,5.08,1.79,0.0
20180209:1910,0.0,0.0,3.7,1.66,0.0
20180209:2010,0.0,0.0,2.9,1.45,0.0
20180209:2110,0.0,0.0,2.14,1.38,0.0
20180209:2210,0.0,0.0,1.63,1.59,0.0
20180209:2310,0.0,0.0,1.7,2.14,0.0
20180210:0010,0.0,0.0,1.14,2.41,0.0
20180210:0110,0.0,0.0,0.31,2.14,0.0
20180210:0210,0.0,0.0,-0.91,1.79,0.0
20180210:0310,0.0,0.0,-1.12,1.38,0.0
20180210:0410,0.0,0.0,-1.21,1.31,0.0
20180210:0510,0.0,0.0,-0.04,0.9,0.0
20180210:0610,0.0,0.0,0.13,0.41,0.0
20180210:0710,0.0,0.0,0.11,0.55,0.0
20180210:0810,197.94,8.86,0.06,0.69,0.0
20180210:0910,526.66,18.42,1.83,0.55,0.0
20180210:1010,752.82,26.45,4.24,1.52,0.0
20180210:1110,908.92,32.25,5.94,3.45,0.0
20180210:1210,568.89,35.06,6.87,3.52,0.0
20180210:1310,622.34,34.41,7.51,3.66,0.0
20180210:1410,772.36,30.43,7.89,3.72,0.0
20180210:1510,679.17,23.72,8.19,3.52,0.0
20180210:1610,455.1,15.05,7.96,3.24,0.0
20180210:1710,137.37,5.08,7.15,2.62,0.0
20180210:1810,0.0,0.0,5.8,2.14,0.0
20180210:1910,0.0,0.0,4.69,1.45,0.0
20180210:2010,0.0,0.0,4.73,1.17,0.0
20180210:2110,0.0,0.0,2.55,1.66,0.0
20180210:2210,0.0,0.0,1.34,1.66,0.0
20180210:2310,0.0,0.0,0.91,1.52,0.0
20180211:0010,0.0,0.0,0.84,1.45,0.0
20180211:0110,0.0,0.0,0.68,1.52,0.0
20180211:0210,0.0,0.0,0.75,1.45,0.0
20180211:0310,0.0,0.0,1.24,1.31,0.0
20180211:0410,0.0,0.0,1.45,1.17,0.0
20180211:0510,0.0,0.0,1.59,1.1,0.0
20180211:0610,0.0,0.0,1.72,1.03,0.0
20180211:0710,0.0,0.0,1.81,1.03,0.0
20180211:0810,233.37,9.08,2.18,0.9,0.0
20180211:0910,441.9,18.67,4.3,0.76,0.0
20180211:1010,674.87,26.73,6.98,1.17,0.0
20180211:1110,895.25,32.55,9.07,1.72,0.0
20180211:1210,938.67,35.38,10.86,2.34,0.0
20180211:1310,962.71,34.74,12.59,3.52,0.0
20180211:1410,874.03,30.73,13.42,3.59,0.0
20180211:1510,527.29,24.0,13.73,4.0,0.0
20180211:1610,359.63,15.31,13.51,3.1,0.0
20180211:1710,64.87,5.31,12.63,2.28,0.0
20180211:1810,0.0,0.0,10.59,2.0,0.0
20180211:1910,0.0,0.0,9.88,2.07,0.0
20180211:2010,0.0,0.0,8.72,1.86,0.0
20180211:2110,0.0,0.0,8.09,1.86,0.0
20180211:2210,0.0,0.0,7.3,2.0,0.0
20180211:2310,0.0,0.0,6.81,2.21,0.0
20180212:0010,0.0,0.0,6.45,2.34,0.0
20180212:0110,0.0,0.0,5.7,2.21,0.0
20180212:0210,0.0,0.0,4.89,1.93,0.0
20180212:0310,0.0,0.0,4.11,1.72,0.0
20180212:0410,0.0,0.0,3.84,1.52,0.0
20180212:0510,0.0,0.0,3.29,1.52,0.0
20180212:0610,0.0,0.0,3.01,1.52,0.0
20180212:0710,0.0,0.0,2.98,1.86,0.0
20180212:0810,48.78,9.32,2.92,1.86,0.0
20180212:0910,140.1,18.93,5.12,2.21,0.0
20180212:1010,112.92,27.02,6.35,2.9,0.0
20180212:1110,505.35,32.87,6.98,2.97,0.0
20180212:1210,785.06,35.71,7.69,3.1,0.0
20180212:1310,110.16,35.06,7.99,3.17,0.0
20180212:1410,146.89,31.04,8.16,3.59,0.0
20180212:1510,632.15,24.28,8.03,3.86,0.0
